rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
13291	RNASE10	ribonuclease, RNase A family, 10 (non-active)	355170	6	5	6	4	1	4	0	0	1	0	0.914	0.937	0.798	0.174	0.881	0.980	1.000
13292	PARD6A	par-6 partitioning defective 6 homolog alpha (C. elegans)	528004	1	1	1	0	1	0	0	0	0	0	0.980	0.727	NaN	NaN	NaN	0.980	1.000
13293	RSL1D1	ribosomal L1 domain containing 1	820808	3	3	3	2	0	2	1	0	0	0	0.996	0.916	0.955	0.521	0.809	0.980	1.000
13294	DDHD2	DDHD domain containing 2	1208280	7	7	7	2	0	2	2	2	1	0	0.919	0.720	0.963	0.732	0.877	0.980	1.000
13295	LY6D	lymphocyte antigen 6 complex, locus D	179746	3	3	3	2	1	2	0	0	0	0	0.806	0.758	0.569	0.610	1.000	0.980	1.000
13296	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	584875	1	1	1	0	0	1	0	0	0	0	0.980	0.750	NaN	NaN	NaN	0.980	1.000
13297	TNK1	tyrosine kinase, non-receptor, 1	609938	1	1	1	0	0	0	0	1	0	0	0.980	0.727	NaN	NaN	NaN	0.980	1.000
13298	C8orf31	chromosome 8 open reading frame 31	224318	3	3	3	2	0	1	0	1	1	0	0.806	0.884	0.981	0.737	1.000	0.980	1.000
13299	CNPY3	canopy 3 homolog (zebrafish)	365187	2	2	2	1	0	1	0	0	1	0	0.806	0.762	0.513	0.492	1.000	0.980	1.000
13300	MAK16	MAK16 homolog (S. cerevisiae)	506137	1	1	1	0	0	1	0	0	0	0	0.980	0.754	NaN	NaN	NaN	0.980	1.000
13301	DDOST	dolichyl-diphosphooligosaccharide-protein glycosyltransferase	622126	1	1	1	1	0	0	0	1	0	0	0.980	0.942	NaN	NaN	NaN	0.980	1.000
13302	SPATA21	spermatogenesis associated 21	748023	4	4	4	2	0	4	0	0	0	0	0.986	0.725	0.643	0.512	0.818	0.980	1.000
13303	CYP4Z1	cytochrome P450, family 4, subfamily Z, polypeptide 1	813303	2	2	2	0	0	0	0	0	2	0	0.965	0.690	0.860	0.199	0.837	0.980	1.000
13304	OPRL1	opiate receptor-like 1	543359	14	14	14	5	6	4	1	0	3	0	0.807	0.289	0.882	0.662	1.000	0.980	1.000
13305	C9orf84	chromosome 9 open reading frame 84	2426825	8	8	8	2	0	4	2	1	1	0	1.000	0.681	0.658	0.583	0.807	0.980	1.000
13306	NEIL1	nei endonuclease VIII-like 1 (E. coli)	637611	2	2	2	0	1	0	1	0	0	0	0.951	0.619	0.294	0.828	0.849	0.980	1.000
13307	AASS	aminoadipate-semialdehyde synthase	1559017	20	20	20	5	3	12	3	1	1	0	0.870	0.470	0.750	0.499	0.929	0.980	1.000
13308	TMEM62	transmembrane protein 62	976828	2	2	2	1	0	0	0	0	2	0	0.990	0.934	0.556	0.875	0.816	0.980	1.000
13309	CHAD	chondroadherin	564573	1	1	1	1	0	1	0	0	0	0	0.980	0.838	NaN	NaN	NaN	0.980	1.000
13310	ASCC1	activating signal cointegrator 1 complex subunit 1	592604	1	1	1	1	0	0	1	0	0	0	0.980	0.964	NaN	NaN	NaN	0.980	1.000
13311	ALAD	aminolevulinate, delta-, dehydratase	539208	1	1	1	1	0	1	0	0	0	0	0.980	0.947	NaN	NaN	NaN	0.980	1.000
13312	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	977424	4	4	4	3	1	0	2	0	1	0	0.998	0.947	0.906	0.466	0.810	0.980	1.000
13313	TRIT1	tRNA isopentenyltransferase 1	770692	4	4	4	0	0	2	0	2	0	0	0.808	0.319	0.898	0.438	1.000	0.980	1.000
13314	PPARG	peroxisome proliferator-activated receptor gamma	837507	8	8	8	4	0	3	3	1	1	0	0.998	0.883	0.505	0.297	0.811	0.980	1.000
13315	RCOR2	REST corepressor 2	580168	3	3	3	1	2	0	1	0	0	0	0.809	0.759	0.514	0.907	1.000	0.980	1.000
13316	TES	testis derived transcript (3 LIM domains)	687341	2	2	2	1	0	2	0	0	0	0	0.974	0.849	0.481	0.969	0.830	0.980	1.000
13317	WNT2B	wingless-type MMTV integration site family, member 2B	681817	4	4	4	0	2	1	0	0	1	0	0.809	0.295	0.792	0.958	1.000	0.980	1.000
13318	BMP10	bone morphogenetic protein 10	698727	11	11	11	5	1	4	4	0	2	0	0.945	0.874	0.866	0.396	0.857	0.981	1.000
13319	BBS1	Bardet-Biedl syndrome 1	975970	3	3	3	1	0	1	0	0	2	0	0.980	0.734	0.611	0.788	0.826	0.981	1.000
13320	CFHR5	complement factor H-related 5	922840	18	16	18	5	2	10	3	1	2	0	0.985	0.778	0.557	0.467	0.822	0.981	1.000
13321	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	2600369	19	17	19	6	3	5	5	1	5	0	1.000	0.626	0.642	0.530	0.809	0.981	1.000
13322	GPR4	G protein-coupled receptor 4	592448	7	7	7	4	2	1	2	1	1	0	0.995	0.826	0.619	0.686	0.814	0.981	1.000
13323	MRPL2	mitochondrial ribosomal protein L2	460574	2	2	2	0	0	1	1	0	0	0	0.896	0.570	0.454	0.681	0.904	0.981	1.000
13324	HOXA7	homeobox A7	348506	6	6	6	3	2	1	1	2	0	0	0.810	0.851	0.612	0.669	1.000	0.981	1.000
13325	PIM1	pim-1 oncogene	518428	1	1	1	1	1	0	0	0	0	0	0.981	0.943	NaN	NaN	NaN	0.981	1.000
13326	MMP24	matrix metallopeptidase 24 (membrane-inserted)	692805	3	3	3	0	0	1	1	0	1	0	0.894	0.569	0.476	0.902	0.906	0.981	1.000
13327	PTDSS2	phosphatidylserine synthase 2	603391	3	3	3	0	0	0	1	0	2	0	0.811	0.852	0.988	0.381	1.000	0.981	1.000
13328	KRT86	keratin 86	545083	1	1	1	0	0	0	0	0	1	0	0.981	0.638	NaN	NaN	NaN	0.981	1.000
13329	DCAF10	DDB1 and CUL4 associated factor 10	679274	1	1	1	0	0	0	1	0	0	0	0.981	0.834	NaN	NaN	NaN	0.981	1.000
13330	DAAM2	dishevelled associated activator of morphogenesis 2	1355663	4	4	4	4	1	0	2	0	1	0	1.000	0.992	0.640	0.370	0.811	0.981	1.000
13331	TP53I13	tumor protein p53 inducible protein 13	458979	1	1	1	0	0	1	0	0	0	0	0.981	0.721	NaN	NaN	NaN	0.981	1.000
13332	MTF1	metal-regulatory transcription factor 1	1251798	7	7	7	1	0	3	2	2	0	0	0.876	0.382	0.832	0.940	0.926	0.981	1.000
13333	FAM53A	family with sequence similarity 53, member A	393885	1	1	1	1	1	0	0	0	0	0	0.981	0.907	NaN	NaN	NaN	0.981	1.000
13334	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C	750418	8	8	8	10	1	5	0	2	0	0	1.000	0.999	0.695	0.481	0.812	0.981	1.000
13335	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	394646	2	2	2	0	0	2	0	0	0	0	0.812	0.537	0.636	0.208	1.000	0.981	1.000
13336	AKAP7	A kinase (PRKA) anchor protein 7	613428	1	1	1	0	0	1	0	0	0	0	0.981	0.773	NaN	NaN	NaN	0.981	1.000
13337	SMAD5	SMAD family member 5	712498	1	1	1	1	0	0	0	1	0	0	0.981	0.947	NaN	NaN	NaN	0.981	1.000
13338	PHGDH	phosphoglycerate dehydrogenase	870393	7	7	7	2	0	2	1	1	3	0	0.812	0.702	0.648	0.700	1.000	0.981	1.000
13339	PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	1102464	4	4	4	2	0	3	0	0	1	0	0.998	0.855	0.662	0.392	0.814	0.981	1.000
13340	PPAP2A	phosphatidic acid phosphatase type 2A	528104	2	2	2	1	1	0	0	1	0	0	0.813	0.803	0.776	0.811	1.000	0.981	1.000
13341	DFNB31	deafness, autosomal recessive 31	1348314	7	7	7	4	3	2	1	0	1	0	1.000	0.809	0.608	0.452	0.813	0.981	1.000
13342	ITGB8	integrin, beta 8	1286781	15	15	15	7	0	8	4	0	3	0	0.992	0.950	0.628	0.553	0.820	0.981	1.000
13343	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)	509615	1	1	1	1	0	0	1	0	0	0	0.981	0.937	NaN	NaN	NaN	0.981	1.000
13344	VPS26B	vacuolar protein sorting 26 homolog B (S. pombe)	555542	2	2	2	2	0	2	0	0	0	0	1.000	0.928	0.333	0.969	0.813	0.981	1.000
13345	CXXC5	CXXC finger 5	455615	3	3	3	1	1	2	0	0	0	0	0.813	0.672	0.915	0.735	1.000	0.981	1.000
13346	DCLRE1B	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	880132	2	2	2	1	0	0	0	1	1	0	0.987	0.823	0.161	0.455	0.824	0.981	1.000
13347	FHOD1	formin homology 2 domain containing 1	1809634	7	7	7	3	0	1	5	1	0	0	1.000	0.846	0.872	0.359	0.813	0.981	1.000
13348	SCFD2	sec1 family domain containing 2	1138976	11	11	11	3	1	3	3	2	2	0	0.813	0.517	0.995	0.975	1.000	0.981	1.000
13349	CLP1	CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)	695781	3	3	3	3	0	2	1	0	0	0	1.000	0.946	0.900	0.596	0.813	0.981	1.000
13350	P4HB	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide	734765	5	5	5	4	0	1	3	0	1	0	0.996	0.961	0.512	0.784	0.817	0.981	1.000
13351	ILKAP	integrin-linked kinase-associated serine/threonine phosphatase 2C	630365	1	1	1	0	0	1	0	0	0	0	0.981	0.736	NaN	NaN	NaN	0.981	1.000
13352	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	1463873	12	12	12	2	0	7	2	2	1	0	0.814	0.347	0.920	0.952	1.000	0.981	1.000
13353	RPH3AL	rabphilin 3A-like (without C2 domains)	424357	1	1	1	1	1	0	0	0	0	0	0.981	0.869	NaN	NaN	NaN	0.981	1.000
13354	CHL1	cell adhesion molecule with homology to L1CAM (close homolog of L1)	2037180	50	42	49	19	0	31	10	2	7	0	1.000	0.971	0.932	0.208	0.814	0.981	1.000
13355	PRMT2	protein arginine methyltransferase 2	678776	2	2	2	1	0	1	0	0	1	0	0.958	0.830	0.479	0.298	0.850	0.981	1.000
13356	MTFMT	mitochondrial methionyl-tRNA formyltransferase	529534	1	1	1	1	0	1	0	0	0	0	0.981	0.948	NaN	NaN	NaN	0.981	1.000
13357	CCDC84	coiled-coil domain containing 84	475136	1	1	1	1	0	1	0	0	0	0	0.982	0.943	NaN	NaN	NaN	0.982	1.000
13358	SLC23A2	solute carrier family 23 (nucleobase transporters), member 2	1095172	8	8	8	3	3	2	1	1	1	0	0.982	0.569	0.550	0.396	0.829	0.982	1.000
13359	FBXO27	F-box protein 27	340178	2	2	2	1	1	0	0	0	1	0	0.814	0.792	0.771	0.332	1.000	0.982	1.000
13360	CDCA7	cell division cycle associated 7	745373	4	4	4	2	1	1	0	1	1	0	0.970	0.837	0.643	0.469	0.839	0.982	1.000
13361	CCDC102B	coiled-coil domain containing 102B	847927	9	9	9	3	0	5	2	1	1	0	0.949	0.771	0.930	0.344	0.858	0.982	1.000
13362	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)	291085	2	2	2	0	1	1	0	0	0	0	0.814	0.457	0.973	0.764	1.000	0.982	1.000
13363	G6PD	glucose-6-phosphate dehydrogenase	831302	4	4	4	0	0	1	1	0	2	0	0.906	0.237	0.836	0.354	0.899	0.982	1.000
13364	MRAP	melanocortin 2 receptor accessory protein	346819	3	3	3	2	1	2	0	0	0	0	0.863	0.847	0.881	0.484	0.944	0.982	1.000
13365	ADAD2	adenosine deaminase domain containing 2	765003	4	4	4	1	0	1	0	3	0	0	0.815	0.647	0.674	0.773	1.000	0.982	1.000
13366	WDR6	WD repeat domain 6	1824962	7	7	7	4	2	0	2	1	2	0	1.000	0.925	0.556	0.960	0.815	0.982	1.000
13367	TNFAIP1	tumor necrosis factor, alpha-induced protein 1 (endothelial)	529229	1	1	1	1	0	1	0	0	0	0	0.982	0.908	NaN	NaN	NaN	0.982	1.000
13368	SPEG	SPEG complex locus	3684177	56	48	55	18	7	18	14	3	14	0	1.000	0.386	0.782	0.355	0.815	0.982	1.000
13369	DDAH2	dimethylarginine dimethylaminohydrolase 2	480305	1	1	1	0	0	1	0	0	0	0	0.982	0.692	NaN	NaN	NaN	0.982	1.000
13370	ZNF628	zinc finger protein 628	804632	7	7	7	1	1	3	2	1	0	0	0.815	0.286	0.891	0.678	1.000	0.982	1.000
13371	RNH1	ribonuclease/angiogenin inhibitor 1	623912	3	3	3	1	1	0	1	0	1	0	0.816	0.742	0.721	0.814	1.000	0.982	1.000
13372	CTLA4	cytotoxic T-lymphocyte-associated protein 4	374647	3	2	3	1	0	3	0	0	0	0	0.816	0.718	0.576	0.694	1.000	0.982	1.000
13373	ZNF394	zinc finger protein 394	925079	3	3	3	2	0	3	0	0	0	0	0.999	0.892	0.607	0.686	0.817	0.982	1.000
13374	GDF15	growth differentiation factor 15	435474	3	3	3	1	2	1	0	0	0	0	0.816	0.607	0.951	0.854	1.000	0.982	1.000
13375	DNAJC18	DnaJ (Hsp40) homolog, subfamily C, member 18	601866	1	1	1	1	0	0	1	0	0	0	0.982	0.967	NaN	NaN	NaN	0.982	1.000
13376	ZNF732	zinc finger protein 732	697781	5	5	5	2	0	1	1	2	1	0	0.816	0.909	0.618	0.874	1.000	0.982	1.000
13377	CDC6	cell division cycle 6 homolog (S. cerevisiae)	941191	4	3	4	0	0	2	2	0	0	0	0.941	0.417	0.679	0.541	0.867	0.982	1.000
13378	TRMT2A	tRNA methyltransferase 2 homolog A (S. cerevisiae)	880200	4	4	4	0	0	0	2	2	0	0	0.897	0.454	0.758	0.551	0.910	0.982	1.000
13379	DTNBP1	dystrobrevin binding protein 1	642684	1	1	1	0	0	0	0	0	1	0	0.982	0.732	NaN	NaN	NaN	0.982	1.000
13380	IGSF22	immunoglobulin superfamily, member 22	1596181	20	20	20	6	4	11	3	2	0	0	0.991	0.359	0.611	0.710	0.824	0.982	1.000
13381	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	607336	1	1	1	2	0	0	0	0	1	0	0.982	1.000	NaN	NaN	NaN	0.982	1.000
13382	GMEB1	glucocorticoid modulatory element binding protein 1	950811	7	7	7	2	1	1	3	1	1	0	0.818	0.642	0.819	0.963	1.000	0.982	1.000
13383	SCN1B	sodium channel, voltage-gated, type I, beta	425842	1	1	1	0	0	1	0	0	0	0	0.982	0.659	NaN	NaN	NaN	0.982	1.000
13384	OR7D2	olfactory receptor, family 7, subfamily D, member 2	513563	2	2	2	1	1	0	0	0	1	0	0.818	0.664	0.488	0.625	1.000	0.982	1.000
13385	SLC25A30	solute carrier family 25, member 30	495226	1	1	1	0	0	1	0	0	0	0	0.982	0.741	NaN	NaN	NaN	0.982	1.000
13386	DOCK11	dedicator of cytokinesis 11	3401293	26	23	26	7	1	8	9	4	4	0	1.000	0.736	0.664	0.615	0.818	0.982	1.000
13387	TSPAN16	tetraspanin 16	380527	3	3	3	2	1	2	0	0	0	0	0.931	0.770	0.572	0.902	0.878	0.982	1.000
13388	DGAT1	diacylglycerol O-acyltransferase homolog 1 (mouse)	591842	1	1	1	1	1	0	0	0	0	0	0.982	0.898	NaN	NaN	NaN	0.982	1.000
13389	ANPEP	alanyl (membrane) aminopeptidase (aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150)	1604160	10	9	10	4	3	2	0	2	3	0	1.000	0.612	0.873	0.402	0.818	0.982	1.000
13390	TOX2	TOX high mobility group box family member 2	849167	19	18	19	11	4	7	3	0	5	0	1.000	0.907	0.528	0.806	0.819	0.982	1.000
13391	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10	1475945	7	6	7	4	2	2	1	0	2	0	1.000	0.837	0.683	0.514	0.819	0.983	1.000
13392	AIP	aryl hydrocarbon receptor interacting protein	483107	1	1	1	1	1	0	0	0	0	0	0.983	0.889	NaN	NaN	NaN	0.983	1.000
13393	RPL7	ribosomal protein L7	416176	2	2	2	1	0	1	0	0	1	0	0.839	0.882	0.829	0.956	0.977	0.983	1.000
13394	ZFPL1	zinc finger protein-like 1	517598	2	2	2	0	2	0	0	0	0	0	0.929	0.486	0.649	0.120	0.882	0.983	1.000
13395	PRPSAP2	phosphoribosyl pyrophosphate synthetase-associated protein 2	620606	1	1	1	0	0	0	1	0	0	0	0.983	0.843	NaN	NaN	NaN	0.983	1.000
13396	ACTA2	actin, alpha 2, smooth muscle, aorta	627707	1	1	1	1	0	0	1	0	0	0	0.983	0.951	NaN	NaN	NaN	0.983	1.000
13397	PCDHGC5	protocadherin gamma subfamily C, 5	1569025	10	10	10	2	5	1	3	1	0	0	0.938	0.371	0.717	0.580	0.875	0.983	1.000
13398	MYOM1	myomesin 1, 185kDa	2612371	16	16	16	3	4	3	4	1	4	0	0.994	0.316	0.640	0.937	0.825	0.983	1.000
13399	MIF4GD	MIF4G domain containing	429860	2	2	2	1	1	0	1	0	0	0	0.821	0.850	0.344	0.617	1.000	0.983	1.000
13400	ANKRD13A	ankyrin repeat domain 13A	940464	2	2	2	0	0	0	2	0	0	0	0.993	0.733	0.184	0.423	0.826	0.983	1.000
13401	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	391444	2	2	2	1	0	1	1	0	0	0	0.821	0.829	0.942	0.878	1.000	0.983	1.000
13402	MYO1B	myosin IB	1893287	12	12	12	3	1	4	4	2	1	0	0.982	0.584	0.652	0.398	0.836	0.983	1.000
13403	ACSM1	acyl-CoA synthetase medium-chain family member 1	972830	10	10	10	9	0	4	2	0	4	0	0.936	0.986	0.798	0.529	0.877	0.983	1.000
13404	AP1M2	adaptor-related protein complex 1, mu 2 subunit	506911	5	5	5	2	0	1	1	1	2	0	0.821	0.659	0.888	0.200	1.000	0.983	1.000
13405	DOPEY2	dopey family member 2	3739708	24	22	24	8	5	7	6	1	5	0	1.000	0.668	0.662	0.296	0.821	0.983	1.000
13406	PPP2R2D	protein phosphatase 2, regulatory subunit B, delta isoform	667499	1	1	1	1	1	0	0	0	0	0	0.983	0.905	NaN	NaN	NaN	0.983	1.000
13407	NSMCE2	non-SMC element 2, MMS21 homolog (S. cerevisiae)	418510	2	2	2	1	0	1	0	0	1	0	0.821	0.959	0.796	0.517	1.000	0.983	1.000
13408	LRRC28	leucine rich repeat containing 28	606413	6	5	6	2	1	3	1	1	0	0	0.821	0.632	0.621	0.993	1.000	0.983	1.000
13409	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	3119256	61	55	60	24	11	30	6	7	7	0	1.000	0.394	0.767	0.353	0.822	0.983	1.000
13410	RNF167	ring finger protein 167	587597	1	1	1	0	0	0	1	0	0	0	0.983	0.816	NaN	NaN	NaN	0.983	1.000
13411	PRSS48	protease, serine, 48	546954	3	3	3	1	0	2	1	0	0	0	0.822	0.769	0.551	0.508	1.000	0.983	1.000
13412	RPS2	ribosomal protein S2	368699	2	2	2	0	1	1	0	0	0	0	0.822	0.458	0.737	0.418	1.000	0.983	1.000
13413	VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A (yeast)	359727	2	2	2	1	0	1	1	0	0	0	0.822	0.874	0.339	0.940	1.000	0.983	1.000
13414	LENG9	leukocyte receptor cluster (LRC) member 9	551555	1	1	1	0	0	0	1	0	0	0	0.983	0.779	NaN	NaN	NaN	0.983	1.000
13415	MRPL45	mitochondrial ribosomal protein L45	477987	3	3	3	2	0	1	0	0	2	0	0.822	0.912	0.927	0.599	1.000	0.983	1.000
13416	TRRAP	transformation/transcription domain-associated protein	6288268	51	42	51	16	9	12	15	8	7	0	1.000	0.554	0.773	0.260	0.822	0.983	1.000
13417	AWAT1	acyl-CoA wax alcohol acyltransferase 1	508202	4	4	3	2	0	2	0	0	2	0	0.822	0.741	0.780	0.999	1.000	0.983	1.000
13418	MICA	MHC class I polypeptide-related sequence A	467472	1	1	1	0	0	1	0	0	0	0	0.983	0.703	NaN	NaN	NaN	0.983	1.000
13419	PLA2G4F	phospholipase A2, group IVF	1298449	7	7	7	3	4	0	0	1	2	0	1.000	0.814	0.594	0.588	0.823	0.983	1.000
13420	SLC29A2	solute carrier family 29 (nucleoside transporters), member 2	638481	1	1	1	0	0	1	0	0	0	0	0.983	0.619	NaN	NaN	NaN	0.983	1.000
13421	GMPR2	guanosine monophosphate reductase 2	619005	1	1	1	1	0	0	1	0	0	0	0.983	0.957	NaN	NaN	NaN	0.983	1.000
13422	ACOT2	acyl-CoA thioesterase 2	598797	1	1	1	0	0	0	1	0	0	0	0.983	0.803	NaN	NaN	NaN	0.983	1.000
13423	COG3	component of oligomeric golgi complex 3	1317202	5	5	5	2	0	1	0	1	2	1	0.992	0.822	0.887	0.380	0.830	0.983	1.000
13424	SEPP1	selenoprotein P, plasma, 1	633638	1	1	1	0	0	1	0	0	0	0	0.983	0.808	NaN	NaN	NaN	0.983	1.000
13425	VDAC1	voltage-dependent anion channel 1	479172	2	2	2	0	0	0	1	0	1	0	0.823	0.828	0.837	0.426	1.000	0.983	1.000
13426	ZNF530	zinc finger protein 530	969447	6	6	6	3	0	5	1	0	0	0	1.000	0.908	0.711	0.342	0.823	0.983	1.000
13427	FOXL2	forkhead box L2	279684	6	6	6	4	2	1	2	0	1	0	0.938	0.884	0.911	0.564	0.878	0.983	1.000
13428	DENND4B	DENN/MADD domain containing 4B	2183189	13	12	13	4	4	2	4	0	3	0	1.000	0.633	0.578	0.648	0.824	0.983	1.000
13429	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	1099134	6	6	6	1	2	1	0	0	3	0	0.824	0.848	0.975	0.593	1.000	0.983	1.000
13430	KIAA1522	KIAA1522	1537897	11	11	10	3	2	4	2	0	3	0	0.981	0.513	0.606	0.695	0.840	0.983	1.000
13431	DAO	D-amino-acid oxidase	584333	7	7	7	3	2	1	0	2	2	0	0.926	0.742	0.644	0.757	0.890	0.983	1.000
13432	DUOX1	dual oxidase 1	2367728	7	7	7	3	0	3	1	1	2	0	1.000	0.772	0.998	0.437	0.824	0.984	1.000
13433	OR1D2	olfactory receptor, family 1, subfamily D, member 2	513388	4	4	4	2	0	2	1	1	0	0	0.824	0.799	0.881	0.959	1.000	0.984	1.000
13434	ZBTB12	zinc finger and BTB domain containing 12	684295	2	2	2	2	1	0	1	0	0	0	1.000	0.925	0.0759	0.409	0.824	0.984	1.000
13435	ACOXL	acyl-Coenzyme A oxidase-like	821078	6	6	6	4	1	3	0	1	0	1	0.988	0.869	0.450	0.825	0.834	0.984	1.000
13436	RNASEH2B	ribonuclease H2, subunit B	459667	2	2	2	1	0	0	0	0	2	0	0.824	0.874	0.615	0.780	1.000	0.984	1.000
13437	SPATA2	spermatogenesis associated 2	855311	2	2	2	3	0	0	2	0	0	0	1.000	0.989	0.878	0.483	0.824	0.984	1.000
13438	TSPAN3	tetraspanin 3	347951	2	2	2	2	0	0	1	0	1	0	0.824	0.971	0.625	0.766	1.000	0.984	1.000
13439	ABHD11	abhydrolase domain containing 11	479148	1	1	1	3	0	0	0	0	1	0	0.984	0.994	NaN	NaN	NaN	0.984	1.000
13440	SRP72	signal recognition particle 72kDa	1110316	9	8	9	2	0	1	5	0	3	0	0.825	0.794	0.612	0.907	1.000	0.984	1.000
13441	NUCB2	nucleobindin 2	696983	1	1	1	1	0	1	0	0	0	0	0.984	0.965	NaN	NaN	NaN	0.984	1.000
13442	EEA1	early endosome antigen 1	2305990	5	5	5	1	0	3	1	0	1	0	1.000	0.764	0.595	0.735	0.825	0.984	1.000
13443	REEP2	receptor accessory protein 2	420935	2	2	2	0	1	1	0	0	0	0	0.825	0.428	0.948	0.115	1.000	0.984	1.000
13444	SOX2	SRY (sex determining region Y)-box 2	414829	1	1	1	0	0	0	1	0	0	0	0.984	0.829	NaN	NaN	NaN	0.984	1.000
13445	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)	746584	1	1	1	0	0	0	0	1	0	0	0.984	0.740	NaN	NaN	NaN	0.984	1.000
13446	DAZL	deleted in azoospermia-like	499287	2	2	2	0	0	2	0	0	0	0	0.825	0.682	0.683	0.327	1.000	0.984	1.000
13447	RAD54L2	RAD54-like 2 (S. cerevisiae)	1987831	13	11	13	4	2	4	2	3	2	0	1.000	0.614	0.486	0.804	0.825	0.984	1.000
13448	ZIM3	zinc finger, imprinted 3	782075	18	17	18	6	1	12	3	0	2	0	0.965	0.707	0.643	0.619	0.855	0.984	1.000
13449	PLCH2	phospholipase C, eta 2	1274105	15	14	15	6	3	6	2	1	3	0	0.998	0.573	0.754	0.474	0.827	0.984	1.000
13450	LRRC8E	leucine rich repeat containing 8 family, member E	1205831	3	3	3	4	1	0	0	2	0	0	1.000	0.986	0.777	0.343	0.826	0.984	1.000
13451	FRS3	fibroblast growth factor receptor substrate 3	719012	6	5	6	3	1	4	1	0	0	0	0.998	0.726	0.679	0.829	0.827	0.984	1.000
13452	CD37	CD37 molecule	478322	2	2	2	1	0	0	0	0	2	0	0.857	1.000	0.0781	0.958	0.963	0.984	1.000
13453	GALNTL5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5	741724	5	5	5	2	0	4	1	0	0	0	0.965	0.814	0.867	0.473	0.856	0.984	1.000
13454	WFDC8	WAP four-disulfide core domain 8	408727	2	2	2	0	0	0	1	0	1	0	0.826	0.879	0.0793	0.902	1.000	0.984	1.000
13455	SCFD1	sec1 family domain containing 1	1061935	6	5	6	0	0	1	2	1	2	0	0.827	0.311	0.823	0.908	1.000	0.984	1.000
13456	NR2F2	nuclear receptor subfamily 2, group F, member 2	578046	1	1	1	0	0	0	0	0	1	0	0.984	0.642	NaN	NaN	NaN	0.984	1.000
13457	TM9SF4	transmembrane 9 superfamily protein member 4	1079343	6	6	6	2	2	1	2	0	1	0	0.934	0.584	0.769	0.605	0.885	0.984	1.000
13458	ITGA8	integrin, alpha 8	1720495	59	50	58	15	3	31	14	2	8	1	0.827	0.463	0.782	0.527	1.000	0.984	1.000
13459	ARF5	ADP-ribosylation factor 5	269365	2	2	2	2	0	1	0	0	1	0	0.827	0.870	0.826	0.298	1.000	0.984	1.000
13460	USP37	ubiquitin specific peptidase 37	1649301	6	5	6	0	0	2	2	0	2	0	0.997	0.308	0.888	0.382	0.830	0.984	1.000
13461	GDI1	GDP dissociation inhibitor 1	747753	6	6	6	2	0	2	2	2	0	0	0.828	0.778	0.780	0.989	1.000	0.984	1.000
13462	OR5D18	olfactory receptor, family 5, subfamily D, member 18	514990	24	20	21	15	5	13	3	2	1	0	1.000	0.856	0.614	0.569	0.828	0.984	1.000
13463	TMEM184B	transmembrane protein 184B	582134	2	2	2	0	1	0	1	0	0	0	0.928	0.565	0.600	0.319	0.892	0.984	1.000
13464	UTP15	UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)	870960	4	4	4	2	0	0	2	1	1	0	0.987	0.921	0.992	0.444	0.839	0.984	1.000
13465	RINL	Ras and Rab interactor-like	573465	1	1	1	1	0	1	0	0	0	0	0.984	0.895	NaN	NaN	NaN	0.984	1.000
13466	FBXO28	F-box protein 28	471742	2	2	2	0	0	1	0	1	0	0	0.828	0.570	0.328	0.426	1.000	0.984	1.000
13467	CDRT1	CMT1A duplicated region transcript 1	1198821	4	4	4	2	1	1	1	0	1	0	0.998	0.833	0.806	0.453	0.830	0.984	1.000
13468	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q	988454	6	6	6	2	1	0	4	1	0	0	0.970	0.738	0.807	0.529	0.854	0.984	1.000
